Date,Open,High,Low,Close,Adj Close,Volume
2019-01-21,119.636459,119.715439,116.157440,117.157852,117.157852,2421720342
2019-01-22,117.110756,119.664345,114.676682,118.747551,118.747551,2552507404
2019-01-23,118.713814,119.422798,116.376648,117.452606,117.452606,2556952198
2019-01-24,117.462784,118.032104,116.006798,117.362885,117.362885,2520843419
2019-01-25,117.594955,117.802994,115.830154,116.378342,116.378342,2606881898
2019-01-26,116.373528,118.084114,115.980576,116.488739,116.488739,2412181168
2019-01-27,116.510315,116.685410,113.405289,113.405289,113.405289,2775888286
2019-01-28,113.285233,113.688232,103.336464,106.589973,106.589973,3366895504
2019-01-29,106.721954,107.165787,103.999229,105.598213,105.598213,2900418605
2019-01-30,105.407204,109.452980,104.843796,108.907539,108.907539,2874370354
2019-01-31,108.900772,110.458359,106.525352,107.061012,107.061012,2828796030
2019-02-01,107.147682,108.638710,105.046501,107.609787,107.609787,2541271518
2019-02-02,107.466415,110.653877,106.764023,110.430260,110.430260,2385157837
2019-02-03,110.490318,110.827354,106.563988,107.492668,107.492668,2519334756
2019-02-04,107.625824,108.701035,107.067421,107.821602,107.821602,2491888674
2019-02-05,107.628166,108.134789,106.909897,107.443520,107.443520,2515863998
2019-02-06,107.569305,107.569305,102.934563,104.919289,104.919289,2593048199
2019-02-07,104.835777,106.058876,104.409134,104.535301,104.535301,2326764622
2019-02-08,104.645050,119.805809,104.194435,119.267746,119.267746,3656841346
2019-02-09,119.214111,120.689735,118.000404,119.430885,119.430885,2884650400
2019-02-10,119.408966,124.853622,117.105774,124.806488,124.806488,3148766590
2019-02-11,124.871536,124.871536,120.311752,121.298393,121.298393,3222473887
2019-02-12,121.178574,123.468300,119.600029,122.572289,122.572289,3149576428
2019-02-13,122.544289,125.550697,121.612503,122.553604,122.553604,3386585799
2019-02-14,122.416985,124.451988,121.334892,121.390205,121.390205,3331701627
2019-02-15,121.453697,123.660126,121.371918,122.100388,122.100388,3021741614
2019-02-16,122.396454,124.134811,122.295303,123.260216,123.260216,2905833287
2019-02-17,123.182083,134.460098,123.091606,133.598877,133.598877,4236081129
2019-02-18,133.032547,147.686584,133.001938,146.098373,146.098373,5387525773
2019-02-19,146.398819,149.929977,145.128464,145.346176,145.346176,5310842625
2019-02-20,145.172729,149.554337,142.502121,149.554337,149.554337,4500094964
2019-02-21,149.352325,149.352325,144.563812,146.130844,146.130844,3995766856
2019-02-22,146.073257,149.268616,145.206543,149.092453,149.092453,3731099283
2019-02-23,148.676620,159.125870,147.331055,158.795425,158.795425,4519468458
2019-02-24,158.902405,165.549622,135.852661,135.852661,135.852661,5957715043
2019-02-25,135.499725,142.525574,135.483841,139.822861,139.822861,4914392068
2019-02-26,139.646088,139.976440,136.579605,138.089676,138.089676,3791292838
2019-02-27,138.029572,141.336227,131.602921,136.125961,136.125961,4469776860
2019-02-28,136.283081,138.847137,135.657593,136.746246,136.746246,4535438953
2019-03-01,136.836243,138.995270,136.434784,136.443619,136.443619,3756124823
2019-03-02,136.350082,137.184799,132.436386,134.206955,134.206955,3747176425
2019-03-03,134.786118,135.849289,131.328857,132.249420,132.249420,3454374052
2019-03-04,132.157883,132.729141,125.402702,127.774124,127.774124,4008171341
2019-03-05,127.792953,138.229980,126.735298,137.822388,137.822388,4764849990
2019-03-06,137.958740,139.968811,136.145920,138.789352,138.789352,4589054218
2019-03-07,138.942383,140.857880,137.273132,138.034500,138.034500,4339206292
2019-03-08,138.311356,139.499100,133.557693,135.127075,135.127075,4678816793
2019-03-09,134.887558,139.119415,134.677124,137.965332,137.965332,5011918715
2019-03-10,138.180496,138.270309,135.685684,136.758682,136.758682,4578438499
2019-03-11,136.849533,137.353409,133.102798,133.834030,133.834030,4689807418
2019-03-12,134.012848,135.273468,130.944153,134.442886,134.442886,4709987999
2019-03-13,134.611771,134.611771,132.719727,133.263077,133.263077,4265162099
2019-03-14,133.203903,135.180847,132.750076,133.711594,133.711594,4476532147
2019-03-15,133.567154,138.395142,133.567154,137.691788,137.691788,4506861856
2019-03-16,137.911957,144.558441,137.911957,142.398178,142.398178,4839003568
2019-03-17,142.238297,142.371918,139.323517,140.000549,140.000549,3827157729
2019-03-18,140.104858,142.267212,138.841568,139.374603,139.374603,4551739878
2019-03-19,139.254013,140.989059,139.143021,140.519196,140.519196,4251488128
2019-03-20,140.484711,140.945572,138.307037,140.686356,140.686356,4664134462
2019-03-21,140.478485,141.003235,135.855423,136.636063,136.636063,5087247796
2019-03-22,136.562256,138.794296,136.228607,137.181442,137.181442,4490899265
2019-03-23,137.039871,139.385391,136.912018,138.239868,138.239868,4436568613
2019-03-24,138.315353,138.375610,136.313751,136.986923,136.986923,4266845458
2019-03-25,137.081360,137.695343,133.490158,135.031021,135.031021,4480516752
2019-03-26,135.054321,135.460358,133.757339,135.460358,135.460358,4499271678
2019-03-27,135.454361,141.075470,135.341660,140.988159,140.988159,5228240092
2019-03-28,141.005844,141.007935,138.425171,139.416473,139.416473,4163212475
2019-03-29,139.343201,142.549240,138.045105,142.497421,142.497421,5125602702
2019-03-30,142.359146,149.613235,141.031738,142.092682,142.092682,5144662126
2019-03-31,142.139221,142.189209,140.697372,141.514099,141.514099,4249050197
2019-04-01,141.465485,142.733994,140.737564,141.830322,141.830322,4611999536
2019-04-02,141.839523,165.226822,141.636459,163.961746,163.961746,9826645698
2019-04-03,164.008636,178.322052,157.322144,161.458801,161.458801,10622456246
2019-04-04,161.431763,164.929214,155.241104,158.052536,158.052536,7953123528
2019-04-05,158.020004,167.220383,157.443954,165.514847,165.514847,7531316908
2019-04-06,165.511246,172.515762,161.799469,165.947205,165.947205,7167016220
2019-04-07,165.977234,175.213165,164.932098,174.531647,174.531647,7596176019
2019-04-08,174.449677,184.377853,174.160995,180.258820,180.258820,9304964609
2019-04-09,180.222122,180.254227,175.091751,176.114578,176.114578,7632529577
2019-04-10,176.067841,183.134277,175.230377,177.337479,177.337479,7856924878
2019-04-11,177.342758,177.487488,162.320618,165.497025,165.497025,7859383417
2019-04-12,165.335205,166.127518,161.029739,164.736328,164.736328,6237185309
2019-04-13,164.622849,166.362427,163.011856,164.513351,164.513351,4959301561
2019-04-14,164.476089,168.591034,162.781479,167.838516,167.838516,4846298303
2019-04-15,167.897476,168.818451,159.555740,161.574173,161.574173,5672311823
2019-04-16,161.526550,167.666321,160.888748,167.623444,167.623444,5180105341
2019-04-17,167.553696,168.938583,165.501892,166.950760,166.950760,5596102715
2019-04-18,166.913208,175.365326,166.672119,173.814026,173.814026,6971581464
2019-04-19,173.787888,173.978897,170.620209,173.708435,173.708435,6541053060
2019-04-20,173.718811,176.705811,171.788834,173.751266,173.751266,6142567811
2019-04-21,173.715408,174.420776,167.428589,170.046524,170.046524,6005571687
2019-04-22,170.017487,173.069122,168.729553,171.874664,171.874664,6094878077
2019-04-23,172.007217,176.850784,170.896759,171.447800,171.447800,7097827092
2019-04-24,171.349533,171.573212,161.976685,165.826096,165.826096,7351304156
2019-04-25,165.914734,166.513412,153.847000,154.459396,154.459396,6820332362
2019-04-26,154.579437,158.029007,152.085678,156.347092,156.347092,7505283355
2019-04-27,156.270859,160.589417,155.621887,158.434937,158.434937,5863109117
2019-04-28,158.499771,159.565384,157.125519,157.295074,157.295074,5379894433
2019-04-29,157.291046,158.333923,153.186523,155.201996,155.201996,6053776253
2019-04-30,155.172775,162.432251,155.172775,162.166031,162.166031,6275803459
2019-05-01,162.186554,164.060684,159.660217,160.818344,160.818344,5789172432
2019-05-02,160.853577,162.937012,160.060699,162.122787,162.122787,6044171061
2019-05-03,162.075165,170.068741,161.080627,167.952408,167.952408,7299410672
2019-05-04,167.887207,170.645935,161.791428,164.026581,164.026581,6658100048
2019-05-05,164.015259,165.399979,159.700653,163.450699,163.450699,5938415561
2019-05-06,163.337982,175.760101,159.988190,172.653214,172.653214,7540096853
2019-05-07,172.427277,180.394409,169.694717,169.798660,169.798660,8411140169
2019-05-08,169.904205,172.183548,166.409241,170.948166,170.948166,6416569597
2019-05-09,170.951874,172.880402,167.247879,170.289307,170.289307,6546914197
2019-05-10,170.312973,175.885269,168.991425,173.142746,173.142746,8036919052
2019-05-11,173.139313,203.466644,173.139313,194.304337,194.304337,12578331654
2019-05-12,194.163025,201.881485,183.653931,187.325317,187.325317,10326050089
2019-05-13,187.417923,205.098267,185.305908,196.846283,196.846283,10367149038
2019-05-14,196.738281,217.874649,196.054810,217.148575,217.148575,12751049754
2019-05-15,217.010117,247.446594,216.822113,247.153061,247.153061,13460006533
2019-05-16,246.941956,275.394440,245.795288,264.010010,264.010010,18661465872
2019-05-17,263.848358,266.979614,227.767426,243.764587,243.764587,16037551694
2019-05-18,243.911301,246.362778,233.099854,234.595230,234.595230,10933142646
2019-05-19,234.449463,263.740997,233.758667,261.292206,261.292206,12049250893
2019-05-20,261.267487,261.551270,241.803650,251.864410,251.864410,10834541285
2019-05-21,251.647842,262.107544,248.196304,255.215881,255.215881,11545049593
2019-05-22,254.995316,258.801849,242.730484,244.698914,244.698914,9818257462
2019-05-23,244.665115,247.616638,233.793091,245.965668,245.965668,10671663487
2019-05-24,245.987091,255.259323,243.240097,249.484985,249.484985,9929433205
2019-05-25,249.694046,257.356842,249.088791,251.759872,251.759872,8924985384
2019-05-26,251.724792,269.166534,247.245392,267.069641,267.069641,9664267730
2019-05-27,267.141876,278.507263,265.444702,272.862640,272.862640,12074664735
2019-05-28,272.590485,274.320831,267.514374,271.768707,271.768707,10362846898
2019-05-29,271.779053,273.756287,263.091400,269.455688,269.455688,9819132174
2019-05-30,269.551880,287.201630,247.348602,255.858948,255.858948,13604268584
2019-05-31,256.015289,268.659943,249.111847,268.113556,268.113556,11255023514
2019-06-01,268.433350,273.557983,263.524597,265.391266,265.391266,9942869851
2019-06-02,265.512726,272.807220,265.041870,270.225525,270.225525,8744111713
2019-06-03,270.088562,270.334106,251.262192,252.607925,252.607925,9375712916
2019-06-04,252.511642,252.511642,236.127213,241.338791,241.338791,10132549746
2019-06-05,241.497040,248.138138,239.983459,247.051010,247.051010,8548917061
2019-06-06,246.925247,249.944504,238.501114,249.474335,249.474335,8265146806
2019-06-07,249.335281,254.352295,246.597900,250.930359,250.930359,8379534527
2019-06-08,251.249313,252.377396,243.229111,245.738098,245.738098,7225996863
2019-06-09,245.540482,245.972824,229.257431,233.086700,233.086700,7566421455
2019-06-10,232.830139,247.662170,229.341766,247.520126,247.520126,8141159847
2019-06-11,247.862122,248.662582,239.825348,245.781830,245.781830,7382269700
2019-06-12,245.925491,261.017578,244.491318,260.903290,260.903290,8645598617
2019-06-13,260.913513,262.163116,255.596283,256.168793,256.168793,8442077836
2019-06-14,256.179657,265.371399,254.147430,264.087463,264.087463,8676891266
2019-06-15,263.934143,271.505585,262.121216,269.019318,269.019318,8126853943
2019-06-16,268.901154,278.143188,265.535339,269.223206,269.223206,9676746452
2019-06-17,269.090576,275.442566,268.353790,274.351105,274.351105,6009795781
2019-06-18,274.320251,274.320251,263.144440,265.051849,265.051849,6205242503
2019-06-19,265.056854,270.333374,264.754791,269.431793,269.431793,5516510947
2019-06-20,269.407867,274.073517,265.500458,271.695007,271.695007,6408981097
2019-06-21,271.743103,295.303314,271.743103,294.910278,294.910278,9331694139
2019-06-22,295.115082,315.189728,294.728241,309.380310,309.380310,10613731254
2019-06-23,309.416687,318.565674,305.764587,307.827789,307.827789,8161062379
2019-06-24,307.722137,312.329346,299.559540,310.424683,310.424683,8205712062
2019-06-25,310.678619,318.126312,307.643158,318.126312,318.126312,9641764965
2019-06-26,317.992584,361.398682,315.954865,336.753174,336.753174,16437084081
2019-06-27,336.959900,343.433441,278.573242,294.267639,294.267639,14038092502
2019-06-28,294.143036,313.031555,292.939819,311.226105,311.226105,11514656819
2019-06-29,311.284424,322.043549,294.753845,320.058929,320.058929,10929374564
2019-06-30,319.584045,322.789581,290.695984,290.695984,290.695984,10303111000
2019-07-01,290.268494,301.026154,280.022827,293.641113,293.641113,10292223947
2019-07-02,293.537262,295.655853,272.602570,291.596436,291.596436,10618413951
2019-07-03,291.764618,303.342041,291.401642,303.099976,303.099976,9926711979
2019-07-04,303.025085,303.961151,282.765747,284.523224,284.523224,8403513105
2019-07-05,284.380920,293.921143,282.694702,287.997528,287.997528,8723493015
2019-07-06,287.893829,295.991425,286.665863,287.547119,287.547119,7674615024
2019-07-07,287.603607,310.139313,286.109192,305.700562,305.700562,8119724980
2019-07-08,305.734772,314.267883,303.500458,313.251404,313.251404,9078905628
2019-07-09,313.325165,318.223114,305.285828,308.881012,308.881012,10055159802
2019-07-10,308.851288,313.069458,285.565796,290.002319,290.002319,11679985166
2019-07-11,289.945984,290.021057,266.094666,268.704041,268.704041,10216287021
2019-07-12,268.692261,278.855591,268.000031,276.276703,276.276703,8148936015
2019-07-13,276.289124,276.685242,263.068268,269.458801,269.458801,6716829429
2019-07-14,269.281616,269.641235,227.269211,227.578064,227.578064,8578339385
2019-07-15,227.965057,235.025650,210.391266,229.776001,229.776001,9723674243
2019-07-16,229.748657,234.513840,197.377899,199.188675,199.188675,9036620493
2019-07-17,199.066788,217.975632,193.990417,211.484970,211.484970,9387747639
2019-07-18,211.444611,229.239395,208.037735,226.566162,226.566162,9327816059
2019-07-19,226.657700,226.940475,215.838242,221.333420,221.333420,7606433130
2019-07-20,221.412659,234.198456,221.189484,229.119217,229.119217,7976245988
2019-07-21,229.167694,229.861664,219.027756,225.630768,225.630768,6685082868
2019-07-22,225.698654,226.862579,213.448380,217.560013,217.560013,6338843918
2019-07-23,217.568466,218.518051,209.638123,212.728516,212.728516,6976091534
2019-07-24,212.553818,217.535431,203.893402,217.046371,217.046371,7168982842
2019-07-25,216.969116,224.254196,216.135147,219.617996,219.617996,6731281160
2019-07-26,219.628128,220.236389,214.125687,219.629608,219.629608,5729852177
2019-07-27,219.617630,223.517258,204.903931,207.408310,207.408310,6257703907
2019-07-28,207.413773,212.041840,202.252899,211.186554,211.186554,5504887933
2019-07-29,211.123657,213.932053,208.764313,211.268051,211.268051,5485190664
2019-07-30,211.339203,213.614075,206.867615,210.522598,210.522598,5489918858
2019-07-31,210.492416,218.654144,210.437912,218.654144,218.654144,6003828339
2019-08-01,218.554596,218.812653,212.914505,217.808441,217.808441,5965442642
2019-08-02,217.884460,222.182571,215.975830,217.871567,217.871567,6159440229
2019-08-03,217.895554,224.623230,217.331741,222.490341,222.490341,5697798687
2019-08-04,222.580811,224.227295,218.492172,222.669724,222.669724,5238542572
2019-08-05,222.650879,235.635284,222.603882,234.215027,234.215027,7765060287
2019-08-06,234.245590,239.115906,223.551178,226.020645,226.020645,7647742672
2019-08-07,225.925293,229.656570,222.775452,226.391006,226.391006,7020342209
2019-08-08,226.518478,226.774719,216.516251,220.941864,220.941864,6713525643
2019-08-09,220.908646,221.364334,208.245972,210.488907,210.488907,6964818794
2019-08-10,210.530167,213.734833,203.793106,206.733536,206.733536,6584748527
2019-08-11,206.732239,216.598648,206.510803,216.092865,216.092865,6440605604
2019-08-12,216.055908,216.142563,210.946487,211.288071,211.288071,5674315558
2019-08-13,211.342697,211.384415,205.422501,208.709045,208.709045,5946313204
2019-08-14,208.603989,209.066437,186.331924,186.607742,186.607742,7444456153
2019-08-15,186.683502,189.462158,178.142563,188.502060,188.502060,8197244441
2019-08-16,188.644257,188.905594,180.384842,185.440079,185.440079,7133915837
2019-08-17,185.531662,186.703140,182.593887,185.687683,185.687683,5512696512
2019-08-18,185.841095,197.522491,183.692230,194.493530,194.493530,5969012023
2019-08-19,194.556030,203.560150,193.108246,203.091934,203.091934,6145148691
2019-08-20,202.813141,203.015991,195.619537,196.565414,196.565414,6408417609
2019-08-21,196.621689,197.027435,182.689178,186.891632,186.891632,7775772700
2019-08-22,186.941238,194.415512,183.384521,191.332916,191.332916,7569043874
2019-08-23,191.106873,195.906494,189.562317,194.706207,194.706207,6658162376
2019-08-24,194.671631,194.784988,187.627258,191.289566,191.289566,6249737981
2019-08-25,191.234787,192.163330,184.964752,186.842392,186.842392,5826017143
2019-08-26,186.735550,193.442184,186.735550,188.929382,188.929382,7207986636
2019-08-27,188.950058,188.963181,185.472931,187.516663,187.516663,6042327402
2019-08-28,187.495499,187.930878,172.185608,173.889969,173.889969,6696604087
2019-08-29,173.958694,173.996399,167.170898,169.516739,169.516739,7129569082
2019-08-30,169.489288,170.773514,167.071411,168.834869,168.834869,5776520220
2019-08-31,168.887894,174.323975,167.802582,172.469788,172.469788,5830212248
2019-09-01,172.458405,173.696854,169.531281,171.629425,171.629425,5554799575
2019-09-02,171.697601,180.145218,170.451691,178.347351,178.347351,6503447136
2019-09-03,178.357758,182.347992,175.970169,179.499329,179.499329,6962728937
2019-09-04,179.491989,180.136597,175.325363,175.992889,175.992889,5938120493
2019-09-05,175.966278,176.163910,171.746826,174.217133,174.217133,5589476515
2019-09-06,174.172226,177.718704,168.341339,169.956177,169.956177,6797611877
2019-09-07,169.955276,180.851608,169.444122,178.262619,178.262619,6791531341
2019-09-08,178.282593,182.977081,178.142502,181.355530,181.355530,6472677265
2019-09-09,181.362488,184.149460,177.419357,181.149475,181.149475,7232938985
2019-09-10,181.212845,184.063431,178.122421,179.787170,179.787170,6291476771
2019-09-11,179.839493,181.757462,176.500916,178.725494,178.725494,7157139034
2019-09-12,178.803772,181.998566,177.847321,181.016098,181.016098,5838605476
2019-09-13,180.975586,181.498291,178.582047,181.109726,181.109726,5955041236
2019-09-14,181.321579,188.446930,180.372208,188.105515,188.105515,6500686511
2019-09-15,188.068436,190.399338,186.447327,189.789124,189.789124,6222874780
2019-09-16,189.689331,198.204971,189.689331,197.113174,197.113174,8242029487
2019-09-17,197.114761,213.731949,196.715485,208.608749,208.608749,10232590812
2019-09-18,208.050598,216.711502,208.050598,211.393036,211.393036,9194634557
2019-09-19,211.247238,222.871689,204.685776,221.280853,221.280853,10620070912
2019-09-20,221.069626,221.598557,215.159637,218.050049,218.050049,8027974272
2019-09-21,217.897385,220.958298,215.000168,215.516205,215.516205,7743309777
2019-09-22,215.486557,216.086243,207.644928,211.545380,211.545380,7812854575
2019-09-23,211.713211,211.840515,201.887238,201.921310,201.921310,7494673136
2019-09-24,201.842087,203.500549,162.727783,168.110733,168.110733,11757739233
2019-09-25,168.133575,174.719772,164.913483,170.892700,170.892700,9766632017
2019-09-26,170.756912,171.692642,157.130325,166.727127,166.727127,7848286154
2019-09-27,166.651703,175.610779,163.209503,174.710999,174.710999,7909313624
2019-09-28,174.680832,175.778732,170.773956,174.572891,174.572891,6895423445
2019-09-29,174.612747,175.210220,166.997696,170.503479,170.503479,6497088198
2019-09-30,170.461349,179.872208,167.036606,179.872208,179.872208,7552915148
2019-10-01,180.209122,185.045532,175.812653,177.340424,177.340424,7676276225
2019-10-02,177.224060,180.826126,175.334274,180.710510,180.710510,6335595249
2019-10-03,180.703705,180.799210,172.599869,175.199341,175.199341,6381403724
2019-10-04,175.238434,178.552078,173.564087,176.985001,176.985001,6248928449
2019-10-05,176.946320,177.713242,173.069565,176.351517,176.351517,5837211771
2019-10-06,176.364380,177.364548,171.299774,173.059143,173.059143,5852890673
2019-10-07,172.940338,182.356354,171.527817,181.186340,181.186340,7844316833
2019-10-08,181.113358,184.359970,179.133392,182.021561,182.021561,7466282780
2019-10-09,182.036301,194.300491,180.668442,193.293259,193.293259,9088122101
2019-10-10,193.191071,193.896927,188.306473,191.659668,191.659668,8375913275
2019-10-11,191.801071,195.318802,181.661835,182.569687,182.569687,9128522969
2019-10-12,182.534027,186.304886,179.984833,180.826645,180.826645,7494328840
2019-10-13,180.861313,185.075912,180.317154,182.075150,182.075150,6733182272
2019-10-14,182.028473,187.303619,181.662277,186.960907,186.960907,7276520699
2019-10-15,186.977051,187.759872,179.462784,181.406067,181.406067,7731456579
2019-10-16,181.343735,181.668610,174.064163,176.013504,176.013504,7691244590
2019-10-17,175.906891,178.899551,174.565826,178.028351,178.028351,6737237422
2019-10-18,177.988556,178.179794,171.005051,173.621338,173.621338,7566257807
2019-10-19,173.649445,175.608231,172.215454,172.913025,172.913025,6551453871
2019-10-20,172.974762,176.718689,171.210724,175.534378,175.534378,6801091120
2019-10-21,175.524750,177.741730,173.287750,174.920990,174.920990,6815820627
2019-10-22,174.905060,175.650024,172.266235,172.300858,172.300858,6990951966
2019-10-23,172.262802,172.420578,157.463425,162.402786,162.402786,9624925919
2019-10-24,162.514114,164.147568,160.887955,162.168533,162.168533,7300917536
2019-10-25,162.189713,183.000122,161.966019,181.523209,181.523209,10358594018
2019-10-26,181.667068,195.942505,176.133804,179.835480,179.835480,13831784985
2019-10-27,179.932632,188.155334,177.682358,184.242218,184.242218,10815941952
2019-10-28,184.397507,187.883148,180.249557,182.662811,182.662811,10406734124
2019-10-29,182.670380,191.846756,182.364365,190.342575,190.342575,10622761957
2019-10-30,190.336395,191.111938,181.546371,184.692169,184.692169,10484902804
2019-10-31,184.797623,188.751266,180.068359,183.966919,183.966919,9607939606
2019-11-01,183.803696,185.059708,181.094498,183.969910,183.969910,9145611130
2019-11-02,184.018158,185.708954,182.797668,183.925720,183.925720,8087991830
2019-11-03,183.994827,185.024216,179.818146,182.425018,182.425018,8760247743
2019-11-04,182.319031,188.022934,181.821609,186.355194,186.355194,10551917945
2019-11-05,186.309311,191.257828,184.331985,189.304169,189.304169,10024177342
2019-11-06,189.113495,193.547241,188.667679,191.593842,191.593842,10156458684
2019-11-07,191.504303,191.861099,186.567001,187.976547,187.976547,9081247798
2019-11-08,187.924271,188.815979,182.541367,184.211472,184.211472,9176780911
2019-11-09,184.311722,185.838531,183.902237,185.028717,185.028717,7277418704
2019-11-10,184.943359,190.920624,184.686783,189.477280,189.477280,8752784211
2019-11-11,189.502930,190.338425,185.086319,185.489639,185.489639,7877424105
2019-11-12,185.564835,187.948029,184.191055,186.843414,186.843414,7792186666
2019-11-13,186.942444,189.331879,185.937943,188.258743,188.258743,7343173595
2019-11-14,188.272507,188.634598,184.992294,185.999634,185.999634,7872664470
2019-11-15,186.058167,186.251831,179.379562,180.521179,180.521179,8815678477
2019-11-16,180.499100,184.155273,179.985672,183.348358,183.348358,6789888119
2019-11-17,183.350830,188.191345,182.336807,185.119232,185.119232,7364325470
2019-11-18,185.041458,186.927155,179.175522,180.559601,180.559601,7787662111
2019-11-19,180.502457,182.528000,175.197113,177.455551,177.455551,7536699743
2019-11-20,177.415283,178.993149,175.290436,175.698349,175.698349,7205785148
2019-11-21,175.673599,176.209213,159.365128,161.462723,161.462723,8546371324
2019-11-22,161.505890,163.028091,142.344101,150.268173,150.268173,12020749863
2019-11-23,150.212219,154.101563,147.601242,153.417786,153.417786,8289198330
2019-11-24,153.430527,153.965912,142.834702,142.834702,142.834702,7782769097
2019-11-25,142.697006,150.207962,133.802338,146.476532,146.476532,10962753356
2019-11-26,146.404312,150.004761,145.216873,148.965073,148.965073,7648516297
2019-11-27,148.396820,154.887207,143.525604,153.010559,153.010559,8778095307
2019-11-28,153.069244,156.613586,151.091125,151.717575,151.717575,7346531960
2019-11-29,151.768600,156.848404,151.460434,155.304153,155.304153,7503898278
2019-11-30,155.286407,156.691299,151.225342,152.539688,152.539688,6565950867
2019-12-01,152.491928,152.491928,147.067932,151.185730,151.185730,7102780297
2019-12-02,151.175476,152.116959,147.606796,149.059158,149.059158,6670561362
2019-12-03,149.058243,150.310425,146.001678,147.956421,147.956421,6204379850
2019-12-04,147.918381,150.680817,145.000885,146.747742,146.747742,7865937093
2019-12-05,146.686493,153.155396,145.459076,149.248993,149.248993,6745910228
2019-12-06,149.396484,149.670517,147.606522,149.194443,149.194443,6458766440
2019-12-07,149.197601,149.799713,148.374771,148.768158,148.768158,5911233283
2019-12-08,148.743683,152.392929,148.313339,151.264725,151.264725,6441727251
2019-12-09,151.224396,151.913940,147.621368,148.225174,148.225174,6744206747
2019-12-10,148.179855,148.564468,144.907959,146.267044,146.267044,6859512024
2019-12-11,146.320648,147.139206,143.045364,143.608002,143.608002,7037180048
2019-12-12,143.615662,145.751648,141.436981,145.604004,145.604004,7890383412
2019-12-13,145.655685,145.857101,143.746521,144.944748,144.944748,7264810246
2019-12-14,144.953415,145.529083,142.434555,142.869232,142.869232,7048066972
2019-12-15,142.864990,143.925354,139.426956,143.114990,143.114990,7235153410
2019-12-16,143.139526,143.224854,132.456665,133.614029,133.614029,8992282118
2019-12-17,133.647186,134.011536,121.395081,122.603889,122.603889,9057166141
2019-12-18,122.656837,133.394165,119.780060,133.092194,133.092194,11864518320
2019-12-19,133.052780,134.190643,125.971664,129.321136,129.321136,9564699140
2019-12-20,129.384369,129.756302,126.985352,129.066055,129.066055,8173594150
2019-12-21,129.095963,129.147659,127.612091,128.130951,128.130951,7449064703
2019-12-22,128.098129,133.160034,127.928490,132.372513,132.372513,9121058480
2019-12-23,132.306992,134.731750,127.416718,128.614090,128.614090,9622497692
2019-12-24,128.629257,131.672287,127.308769,129.063889,129.063889,7961819689
2019-12-25,129.068497,129.068497,124.885490,126.454636,126.454636,8418019053
2019-12-26,126.486328,130.898346,125.406441,126.361221,126.361221,8600871979
2019-12-27,126.368797,128.097565,124.820808,127.214607,127.214607,8299390175
2019-12-28,127.213013,130.258163,126.899696,128.322708,128.322708,8069298610
2019-12-29,128.266876,136.811203,127.997658,134.757980,134.757980,9708776785
2019-12-30,134.796524,136.757355,131.545563,132.633484,132.633484,9796951715
2019-12-31,132.612274,133.732666,128.798157,129.610855,129.610855,8936866396
2020-01-01,129.630661,132.835358,129.198288,130.802002,130.802002,7935230330
2020-01-02,130.820038,130.820038,126.954910,127.410179,127.410179,8032709256
2020-01-03,127.411263,134.554016,126.490021,134.171707,134.171707,10476845358
2020-01-04,134.168518,136.052719,133.040558,135.069366,135.069366,7430904515
2020-01-05,135.072098,139.410202,135.045624,136.276779,136.276779,7526675353
2020-01-06,136.305542,144.328186,136.079636,144.304153,144.304153,9093747120
2020-01-07,144.311996,145.001770,140.488876,143.543991,143.543991,9257954671
2020-01-08,143.487823,146.828003,138.268204,141.258133,141.258133,9387194956
2020-01-09,141.155777,141.393982,136.236404,138.979202,138.979202,7697325347
2020-01-10,138.967041,144.167328,135.520401,143.963776,143.963776,9084816202
2020-01-11,143.409103,146.480911,142.207962,142.927109,142.927109,9332208590
2020-01-12,143.032547,146.145859,142.707642,145.873932,145.873932,8528167453
2020-01-13,146.220139,146.791229,142.907135,144.226593,144.226593,8378529469
2020-01-14,144.251053,167.681549,144.064926,165.955353,165.955353,16712318373
2020-01-15,165.734619,170.425674,161.109619,166.230682,166.230682,15173694057
2020-01-16,166.332825,167.058151,159.709641,164.391006,164.391006,13735193017
2020-01-17,164.489380,173.069214,162.775604,170.779953,170.779953,14997091825
2020-01-18,170.747726,178.528778,166.789017,175.365677,175.365677,14929342255
2020-01-19,175.467590,177.247635,163.676865,166.969849,166.969849,13713374132
2020-01-20,166.904129,169.114883,162.331604,167.120514,167.120514,11144529787
2020-01-21,167.060471,169.910110,165.819717,169.697159,169.697159,9789369362
2020-01-22,169.608536,171.008698,166.774231,168.294159,168.294159,9209827927
2020-01-23,168.295700,168.312241,160.295319,162.928558,162.928558,10396868698
2020-01-24,162.950241,164.293701,156.750778,163.630173,163.630173,10699618304
